"Index","Tokens"
"158","[explain, movie, language, integer, type, scene, output, bet, ghostbuster, number, cast, differently, beginner, group, addition, double, programmer, understand, lesson, handle, complain, demand, explicit, person, binary, confusion, datum, gun, infinitely, compare, code, student, kid, careful, remember, result, lot, ghost, teacher, encourage, stream, repeat, bust, divide, compiler, mix, conversion, interesting, cross, store, message, int, fraction, 0.1, complaint, variable, time, system.out.println, thing, operation]"
"159","[explain, college, prepare, parent, big, education, thought, advanced, year, program, cs2013, required, advance, output, offer, number, score, enrichment, gradually, elective, state, write, case, knowledge, goal, grow, large, work, understand, savvy, opportunity, personal, easy, version, folder, science, compare, document, skip, recommend, https://k12cs.org/, smart, long, summer, https://www.csteachers.org/general/custom.asp?page=standards, lot, computer, file, free, key, mine, include, set, middle, expression, question, learn, curriculum, team, people, great, expect, framework, future, complicated, thing, open, stuff, standard, subject, feel, express, language, acm, ieee, translate, high, earlier, school, leave, continue, basically, create, programming, tech, area, incoming, level, difficult, sort, vision, forget, task, background, undecided, true, hesitate, assume, higher, shame, note, student, idea, university, concept, breakdown, k12, life, head, spend, department, live, holistically, move, determine, effectively, teach, clear, start, room, existing, schedule, time, base]"
"160","[stupid, year, adequate, recognition, feel, project, language, bit, good, norm, fit, compute, number, path, elective, school, graduation, academic, reassure, rare, bias, diverse, state, female, decoration, group, period, item, solid, goal, ensure, natural, level, excited, impact, lower, require, recognize, cultural, enrolment, comfortable, success, science, catholic, stereotype, poster, male, full, private, week, belong, woman, gender, student, shy, careful, effort, representation, boy, underrepresented, lot, highlight, effective, diversity, computer, award, teacher, encourage, common, sad, thrilled, share, disappointing, hard, incapable, news, mistake, reward, include, set, teach, follow, room, nice, wrong, religion, special, apcs, environment, earn, thing, bulletin, board, base]"
"161","[explain, stack, education, repackage, roman, adaptation, project, program, lab, good, professional, compute, amazing, number, post, school, beginner, shoot, helpful, calculate, development, resource, adapt, difficult, history, check, girl, list, benefit, article, multi-national, eye, reality, bunch, poster, support, women, virtual, game, week, student, session, achieve, link, effort, rebrand, lot, computer, pursue, teacher, encourage, numeral, speak, hospital, deployment, include, pretty, retweet, break, assignment, familiar, great, takeaway, nice, nifty, call, existing, environment, application, developer, time, thing, stem]"
"162","[coder, couple, bag, project, language, subroutine, good, professional, cover, character, problem, beginner, english, create, easily, international, worker, case, realize, grow, comparison, curious, issue, work, finally, raw, list, easy, suppose, strange, puzzling, insight, convince, solve, letter, intermediate, detail, demonstrate, object, code, fact, student, idea, kid, bright, technique, box, trick, paste, error, boy, instantiate, smart, gain, lot, confuse, today, debugging, hard, copy, harder, class, win, pretty, side, debug, set, spelling, display, change, great, single, call, alike, form, bug, variable, obvious, step, time, initialize, thing, font]"
"163","[big, prepare, career, bad, software, year, ago, program, number, quote, dependent, write, case, knowledge, app, bible, goal, work, lesson, morning, exist, science, hardest, difference, force, valuable, study, teaching, manual, lot, remember, computer, assembly, hand, toy, include, side, decision, explore, learn, change, curriculum, people, great, religion, freshman, borrow, thing, evidence, reasonable, honor, project, language, blog, good, professionally, reference, wise, post, school, loop, claim, programming, development, read, real, develop, tool, task, transfer, month, background, success, failure, bunch, job, student, university, idea, concept, book, dumb, learning, parallel, today, hard, class, hear, pretty, teach, mobile, start, clear, multiple, specification, specific, expose, structure, translation, easier, syntax, time]"
"164","[explain, reason, undeclared, door, tonight, fancy, couple, textbox, select, bad, declare, numerous, fir, meaningful, autocorrect, cover, spring, experiment, context, connection, text, day, programming, surprise, development, work, resist, pay, sort, ide, fill, tool, intelligence, exist, system, hardest, true, ides, card, object, option, code, blank, student, idea, box, error, instantiate, point, educator, punch, lot, relaxed, coding, current, feature, modern, define, trouble, weed, hard, class, live, figure, set, address, learn, break, start, automatic, message, declaration, nice, expect, artificial, environment, build, variable, attention, semester, developer, time, thing, open]"
"165","[explain, couple, practice, project, bit, lab, experience, good, evaluation, problem, post, solution, differently, optimization, talk, diverse, programming, struggle, group, add, evaluative, exploration, level, understand, difficult, easy, toss, tool, cord, highest, grade, evaluate, internet, full, love, average, student, idea, choose, learning, mention, lot, effective, computer, fanatical, occasionally, copy, emphasize, class, win, quiz, stress, figure, move, pretty, chance, learn, interesting, strike, implementation, multiple, sample, people, generally, form, productive, thing, discuss]"
"166","[explain, comprehend, play, year, reader, screen, episode, discussion, good, attempt, scene, lossy, tie, view, music, review, clue, visual, talk, pipe, text, jump, image, read, impact, article, exam, science, impression, compression, assume, full, datum, game, week, student, smallest, link, throne, media, video, layer, lot, confess, negative, computer, term, hard, event, digital, amount, social, suggestion, involve, positive, technology, specific, people, great, wrong, single, watch, oblivious, online, time]"
"167","[datum, big, code, string, steal, student, link, bring, project, exercise, teaching, discussion, parsing, good, long, remove, coding, beginner, today, create, text, class, write, manipulation, algorithm, app, image, surprise, resource, learn, change, fairly, curriculum, message, version, easy, nice, modify, vowel, letter, report, motto, visit, compressed, compression, word, thing]"
"168","[curricular, 3rd, year, idea, cross, wonderful, great, people, lot, computer, chat, series, science, grade, integration, share, talk, join]"
"169","[a.m., question, utc, update, acm, handle, discussion, community, spearhead, compute, computing, post, chat, ethic, #acmcodeofethics, host, member, @theofficialacm, invite, join, flick, hashtag]"
"170","[reason, prepare, career, education, depend, year, reach, ago, focus, fair, program, hope, professional, offer, pre-service, number, locally, model, undue, calculator, happen, grow, issue, work, agree, demand, benefit, exist, fold, slow, science, detail, math, strong, sustainable, direct, retain, teaching, industry, local, long, dollar, lot, promote, computer, encourage, attach, event, side, funding, cacm, change, curriculum, great, people, answer, future, progress, thing, scalable, couple, attend, subject, feel, influence, post, school, prior, find, academic, donate, day, programming, combination, worry, tech, area, development, presenter, individual, doubt, pay, complain, sustainability, tool, core, expand, district, safe, bunch, support, send, option, string, student, university, concept, effort, training, point, platform, tend, teacher, public, interest, spend, company, hard, harder, class, hear, measurable, move, deserve, cost, teach, start, clear, control, specific, message, tangible, prioritize, money, fund, service, attention, time, affiliate]"
"171","[college, nicely, lunch, practice, software, year, betterment, coincidently, intentional, discussion, cs2013, program, concern, professional, fit, number, problem, balance, #acmcodeofethics, poor, context, unaware, stick, meeting, write, grow, large, issue, endemic, impact, standalone, require, quality, junior, highest, adopt, science, catholic, force, completely, math, coach, fact, activity, document, industry, teaching, ceo, matter, long, lot, remember, computer, aspect, place, stand, dare, hashtag, mind, side, consequence, question, learn, change, ethical, silo, produce, people, great, integrate, oped, answer, chat, report, undergraduate, discuss, standard, officer, good, regularly, high, post, biggest, earlier, school, prior, leave, talk, day, unsettling, conversation, unethical, worry, level, sink, list, core, professor, forget, task, ethic, final, true, topic, assume, mandate, week, code, student, university, description, title, point, life, society, computing, pursue, tier, leadership, today, company, hear, chief, teach, start, specific, bypass, trade, publish, ethos, risk, time]"
"172","[education, select, year, student, achieve, nominate, code.org, computer, award, teacher, trip, school, responsible, annual, club, awards@csteachers.org, email, outstanding, kickoff, question, 2nd, opportunity, recognize, great, celebration, stage, form, organization, science, district, pleased, submission, complete, thing]"
"173","[college, big, lunch, practice, education, half, modeling, egg, year, ago, tissue, program, stride, expertise, hope, pretend, friend, state, catch, write, knowledge, app, work, conclude, tough, brownie, benefit, slide, binary, science, breakfast, flash, strong, conference, concurrent, teaching, thinking, long, educator, remember, lot, computer, fall, feature, web, potato, vegetarian, eat, share, panel, connect, set, committee, question, decision, store, great, people, printing, food, computation, site, meet, progress, thing, fun, stuff, attend, subject, fewer, networking, sausage, good, hold, high, school, visualize, limit, talk, representative, programming, conversation, train, computational, read, presenter, resource, cryptography, sort, real, sharing, fredm, disciplinary, emulator, expand, longer, improve, topic, support, option, datum, submit, companion, student, university, session, idea, snack, remark, storage, point, computing, teacher, hour, interest, spend, responsible, definition, department, physical, hear, news, https://goo.gl/uaz2t5, interesting, teach, start, clear, sandwich, rethink, improvement, minute, apcs, approve, healthy, glad, https://goo.gl/9qnt3i, time, informal, president]"
"174","[reason, big, meme, advanced, year, vary, reach, paraphrase, paint, react, hope, number, path, fan, problem, myth, differently, context, write, knowledge, jump, blogger.com, item, audience, goal, scaffolding, excited, work, lesson, sense, wonderful, propose, tough, push, script, eye, underestimate, science, reality, wing, conference, artist, teaching, toe, long, lot, computer, responsibility, share, ability, free, middle, set, horror, agency, learn, workload, curriculum, people, great, call, face, meet, tightly, ended, thing, open, freestyle, subject, feel, dip, express, experience, blog, presentation, edge, high, post, earlier, school, fine, leave, audible, create, day, programming, group, motivated, individual, presenter, resource, level, wordpress.com, adapt, difficult, develop, list, fill, sharing, surprising, plea, water, tool, lack, support, option, supportive, code, week, shop, student, purpose, shy, destination, scale, progression, content, platform, scripting, teacher, hour, interest, factor, direction, move, teach, confidence, multiple, control, argue, room, environment, form, nervous, easier, developer, time, pedagogic, intimidation]"
"175","[play, practice, education, cent, reach, friendly, project, blog, good, amazing, blogg, contribution, post, school, day, greater, plan, proposal, add, imposter, audience, level, work, adapt, lesson, opportunity, classroom, develop, community, tool, script, expand, warm, success, science, district, speaker, true, difference, care, boundary, supportive, strong, conference, role, submit, critical, idea, teaching, smart, lot, computer, teacher, syndrome, coincidence, share, mistake, chance, explore, question, learn, forward, teach, suggestion, people, great, nice, call, special, wall, thing, stuff, story]"
"176","[practice, year, decide, bit, hope, variation, concern, offer, problem, understanding, enter, case, zip, pointer, director, work, personal, require, easy, system, census, unique, exact, crazy, male, gender, exercise, eventually, lot, confuse, variety, identifiable, brag, share, place, copy, set, question, grading, fascinating, curriculum, appeal, neighbor, people, lead, nice, demographic, awesome, site, comma, logic, thing, separate, sound, project, lab, good, post, school, find, percentage, bear, female, day, tech, history, sort, list, insist, strange, tool, unit, personally, month, hint, solve, topic, basic, support, option, datum, birthday, code, student, privacy, strangest, title, common, interest, array, browser, hard, class, sit, move, limited, assignment, teach, interesting, start, specific, tougher, short, challenge, time, interested, base, assign]"
"177","[big, prepare, practice, smaller, education, bad, year, ago, bring, hope, concern, professional, pre-service, problem, graduate, model, adjunct, write, struggle, knowledge, happen, grow, large, method, younger, work, wonderful, priority, tough, demand, adopt, science, grade, style, greatly, love, study, wait, fact, role, teaching, matter, educator, lot, computer, current, labeling, man, regular, art, set, learn, suggestion, black, people, great, underpaid, troublesome, future, progress, thing, compensate, liberal, standard, surely, prepared, emulate, experience, good, influence, faculty, institution, high, school, find, instil, credit, totally, programming, development, law, presenter, respect, professor, person, improve, daughter, auditorium, note, politics, kindergarten, student, university, session, idea, kid, additional, attract, technique, content, tend, teacher, provider, ready, today, definition, class, rest, figure, advantage, teach, programming45, start, cousin, special, subgoal, time, base]"
"178","[reason, thought, advanced, reader, focus, language, hope, good, faculty, offer, number, problem, elective, post, major, school, graduate, scheduling, create, programming, level, work, push, secondary, fail, measure, convince, science, math, collect, datum, systemic, hire, student, university, slot, matter, lot, computer, trouble, hard, move, question, identify, interesting, teach, people, enrollment, generally, schedule, face, environment, non-cs, answer, guidance, future, time, thing, undergraduate, open, base]"
"179","[big, week, activity, student, language, hope, approach, lot, teacher, hour, school, zone, host, national, join, international, border, interesting, flavor, fast, co-host, https://educationblog.microsoft.com/2018/11/tweetmeet-computer-science-msfteduchat/, chat, topic, guest, time]"
"180","[play, reductionism, parent, couple, education, gadget, project, program, bit, experience, blog, good, unimportant, fwiw, robot, number, quote, post, school, find, bias, broad, create, trifling, finish, reply, day, write, conversation, programming, imply, read, gene, work, kind, lower, count, understand, insist, tough, tool, ignorance, science, sensor, completely, trifle, internet, child, code, baggage, student, careful, link, enjoy, learning, choose, cute, educator, long, worth, remember, lot, effective, tend, computer, teacher, frivolous, web, definition, categorize, toy, preoccupation, include, lovely, stress, funding, bit18, business, learn, fastest, teach, interesting, change, emotional, paltry, people, great, call, inspire, time, avoid, magazine, thing, characterization, fun]"
"181","[parent, qualified, country, joint, education, curricular, year, release, recommendation, program, hope, cover, fit, high, reflect, school, csec2017, easily, create, write, grow, read, resource, level, cybersecurity, demand, task, science, grade, guideline, force, university, document, confident, contribute, recommend, global, house, content, lot, advisor, computer, security, design, class, process, set, suggestion, teach, clear, involve, curriculum, draw, people, lead, cyber, extensive, post-secondary, exciting, report, time, thing, comprehensive, open]"
"182","[copyright, purpose, sound, project, source, convert, aware, regularly, database, download, file, experiment, lookout, today, easily, share, term, educational, imagine, fairly, length, format, personal, searchable, license, size, detail, clip]"
"183","[expert, education, communicate, software, prefer, depend, project, feel, occasional, good, offer, quote, useless, limit, honest, creativity, qualify, case, struggle, conversation, knowledge, evaluative, educational, issue, test, programmer, understand, handle, require, develop, real, sort, cheating, tough, easy, article, exam, science, grade, evaluate, word, object, limitation, code, student, kid, concept, scale, instrument, educator, point, computer, teacher, paper, skill, trouble, share, copy, hard, harder, relationship, class, quiz, include, figure, question, learn, blunt, teach, interesting, great, tricky, cheat, call, developer, time, thing, fun]"
"184","[explain, powered, thought, wholly, pedagogy, project, discussion, hesitant, genetically, good, number, high, school, talk, conversation, struggle, actual, method, work, surprising, easy, tool, relevant, smoother, professor, forget, obligation, assume, strong, fact, student, university, idea, weekend, lowly, motivation, exercise, smart, educator, lot, teacher, reject, place, hard, vote, incapable, live, informed, rest, embrace, learn, cool, interesting, people, wrong, environment, watch, comment, time, grant, thing, inject]"
"185","[play, parent, practice, education, happy, bring, decide, path, number, problem, honest, understanding, write, struggle, energy, audience, researcher, pass, younger, work, lower, understand, statue, comfortably, classroom, priority, community, resistance, secondary, adopt, comfortable, science, care, average, conference, unwilling, teaching, educator, mention, lot, impress, computer, modern, web, peer, member, funding, question, agency, learn, change, people, great, closer, generally, call, radar, answer, grab, owe, thing, small, couple, dig, attend, reasonable, project, language, blog, fore, high, biggest, school, find, implement, totally, programming, tenure, area, worry, read, test, level, pressure, sort, develop, tool, lack, professor, spending, suited, absolutely, blame, bunch, support, debt, higher, venue, student, university, forgive, motivation, winter, technique, quo, papers, conclusion, tend, total, teacher, paper, interest, spend, generous, hard, harder, factor, hear, figure, move, opaque, teach, start, specific, application, money, learner, attention, short, window, time, tempting, subset, pocket]"
"186","[practice, bad, year, deck, reminisce, program, discussion, good, trial, influence, score, high, problem, find, poor, function, create, talk, deeply, model, write, day, plan, tolerance, jump, phase, development, closely, work, sort, check, tough, tool, expansion, planning, afford, gratification, failure, desk, blame, force, support, card, datum, wait, code, week, cut, submit, student, idea, lazy, save, resistant, guy, skip, turn, toe, error, long, instant, punch, weak, moment, remind, shortcut, hour, top, peer, design, ignore, term, class, early, hand, quiz, mind, move, question, forward, tired, curriculum, store, message, follow, pair, lead, minute, environment, sale, easier, short, worksheet, time, thing]"
"187","[career, education, bad, year, honor, bring, serve, program, hope, blog, earlier, post, helpful, day, safely, conversation, read, presenter, hallway, work, exceptional, appreciation, wonderful, sort, basis, list, community, creative, formal, proxy, personally, science, speaker, assume, support, card, week, role, conference, student, idea, choose, training, educator, life, highlight, computer, teacher, award, hour, today, aspect, share, hard, event, regular, mine, awardee, kickoff, nature, learn, introduce, suggestion, teach, start, people, great, joke, nice, special, awesome, print, caring, richer, obvious, comment, time]"
"188","[magic, #computing, year, subject, sound, ago, bring, project, https://www.playfulcomputation.group/luminous-science.html, program, blog, approach, fit, twitter, trip, post, school, create, model, day, potential, knowledge, app, read, test, large, edit, audacity, develop, tool, senior, system, science, luminous, elementary, reality, math, virtual, wait, code, import, student, young, solar, range, video, hone, long, highlight, computer, teacher, interest, skill, physics, motivate, mix, pretty, art, wide, headset, learn, teach, cool, start, reading, involve, suspect, curriculum, silo, @bennytheshap, stay, awesome, remix3d.com, earth, interaction, lady, pleased, base]"
"189","[die, bad, thought, year, screen, discussion, lab, good, professional, concern, fan, trivial, post, connectivity, earlier, review, cake, continue, huge, connection, reluctant, resort, day, write, saga, app, development, test, resource, work, require, develop, loading, iphone, easy, tool, emulator, input, phone, piece, tiny, sensor, support, device, option, complication, cross-platform, student, android, link, learning, mess, platform, network, lot, desktop, teacher, design, trouble, rambling, set, teach, mobile, specific, closer, application, independently, easier, time, base]"
"190","[sub-goal, idea, university, feel, recommend, teaching, papers, fortunately, computer, high, blogg, teacher, experiment, post, school, web, array, labeling, ready, design, honest, share, hard, write, highly, read, goal, reflection, resource, learn, work, interesting, teach, suggestion, revisit, classroom, label, adopt, science, subgoal, strategy, thing]"
"191","[standard, big, education, half, attend, year, adequate, hope, good, professional, twitter, post, school, continue, state, write, area, item, eastern, development, grow, law, pass, certification, exist, 8pm, adopt, guideline, science, deep, settle, training, point, local, lot, confess, general, computer, teacher, top, today, spend, definition, #csk8, dive, track, factor, event, key, include, pretty, move, forward, teach, start, curriculum, heady, apcs, watch, chat, progress, apcsp, time, window, thing]"
"192","[college, prepare, career, software, thought, year, charter, bring, focus, discussion, bit, offer, cover, password, character, crack, experiment, lock, authorize, case, knowledge, work, fairly, require, vulnerability, intelligence, exist, exam, system, field, science, restriction, force, access, independent, teaching, bootstrap, login, educator, weak, lot, remember, coding, computer, responsibility, verify, place, dial, middle, question, decision, break, learn, change, cool, suspect, curriculum, people, consensus, radar, answer, exciting, thing, fun, compete, principle, fewer, subsystem, main, source, high, realistic, school, raise, create, talk, helpful, day, programming, train, group, add, individual, resource, sooner, real, engineering, develop, cybersecurity, worse, emulator, forget, longer, job, support, full, trust, datum, politics, deep, technical, student, steal, university, link, worthy, learning, life, network, aware, random, security, teacher, common, spend, design, today, floor, department, early, move, pretty, social, teach, clear, start, control, room, minute, schedule, cyber, artificial, semester, time, risky, base]"
"193","[qualified, practice, career, half, education, bad, advanced, year, antiquatedly, focus, program, type, hope, building, relate, defensive, meeting, case, knowledge, happen, audience, solid, goal, work, ramp, require, scratch, wonderful, classroom, agree, exist, valuable, strong, conference, non-profit, teaching, foundation, availability, educator, long, lot, reteach, web, share, term, free, include, disclosure, product, break, learn, sell, outgrow, people, great, lead, expect, awesome, fourth, stir, thing, stuff, principle, attend, untrained, pedagogy, simple, language, blog, experience, good, high, post, school, prior, find, totally, programming, train, development, exploration, typically, kind, sort, develop, list, complain, tool, longer, improve, district, burst, full, toolset, week, technical, student, session, university, concept, choose, mixed, training, media, content, point, teacher, hour, provider, skill, trouble, hard, direction, previous, social, teach, interesting, start, intent, rapidly, minute, form, money, build, favor, short, time, base]"
"194","[big, career, thought, robot, record, friend, weather, farm, easily, stick, plan, announcement, jump, work, analysis, computerization, intelligence, system, orchard, science, plant, consideration, remotely, wait, role, access, seed, grazing, pattern, scan, long, remind, lot, computer, modern, farming, darn, camera, mine, include, starter, efficient, cool, curriculum, people, nice, tour, verge, photograph, future, report, rfid, thing, treat, joint, prepared, precision, aerial, amazing, high, irrigation, agricultural, talk, tag, group, tech, read, individual, tree, pay, develop, article, relevant, expand, condition, ground, job, crop, full, note, week, student, young, effort, speed, agriculture, apple, productivity, pasture, live, owner, harvest, pretty, practical, control, technology, efficacy, manage, artificial, productive, build, farmer, attention, visit, time, base]"
"195","[standard, joint, education, adequate, year, subject, sign, recommendation, program, discipline, feedback, relate, earlier, post, concise, academic, continue, legal, strengthen, implement, ict, band, state, plan, https://www.education.nh.gov/instruction/computer-science/, officially, announcement, group, add, area, law, partnership, resource, work, https://legiscan.com/nh/text/hb1674/id/1656822, bill, opportunity, develop, certification, literacy, core, provide, unanimously, adopt, slide, science, district, grade, support, week, ed306, additional, rule, effort, educator, summer, computer, teacher, public, today, federal, definition, place, broader, department, relationship, vote, latest, policy, digital, include, receive, overview, move, website, set, implementation, clarification, team, tour, target, rename, guidance, additionally, timeline, grant, thing, base, stem]"
"196","[commercial, year, buy, project, decide, language, hope, good, reference, presentation, regularly, price, draft, basically, visual, write, programming, powerpoint, image, textbook, work, classroom, fill, science, detail, send, chapter, note, student, book, winter, fundamental, exercise, edition, papers, long, point, sleep, tend, timer, computer, teacher, library, feature, low, lecture, class, email, set, question, learn, teach, interesting, generally, freshman, typical, short, basic.net, suck, thing, intend, dull, fun, assign]"
"197","[honor, language, minority, experience, slower, good, influence, assessment, high, beginner, school, review, block, hate, text, female, programming, combination, happen, read, solid, motivated, work, impact, pace, understand, sort, easy, article, tool, guess, science, difference, migrate, datum, love, student, gut, foundation, lot, computer, total, admit, teacher, peer, share, hard, department, class, hand, greatest, highly, direction, pilot, previous, learn, introduce, chair, teach, change, mobile, argue, rethink, opinion, call, freshman, application, assess, build, future, challenge, time, choice, thing, base]"
"198","[standard, explain, octal, reason, education, thought, dice, discussion, type, good, fascinate, fwiw, hold, cover, number, high, bind, experiment, school, find, justify, limit, context, easily, enter, case, group, resource, literally, work, clock, priority, list, grouping, system, guess, science, binary, desk, internet, datum, study, code, student, concept, teaching, switch, lot, general, timer, computer, search, teacher, hour, organize, spend, justification, stand, hexadecimal, key, surprised, figure, learn, teach, change, start, sided, drawer, toggle, involve, curriculum, awesome, answer, obvious, front, thing, age, stuff]"
"199","[explain, principle, year, ago, recognition, project, language, program, good, cover, output, experiment, review, context, create, understanding, text, helpful, write, case, programming, realize, algorithm, read, markup, work, adapt, query, format, basis, list, processor, input, involved, science, compression, humble, datum, chapter, ingenious, code, purpose, student, idea, book, document, concept, pattern, http://blog.acthompson.net/search/label/book%20reviews, teaching, recommend, error, long, lot, general, computer, search, file, teacher, public, encryption, retire, web, interest, engine, backend, key, include, detection, product, indexing, forward, change, interesting, start, appeal, call, build, future, inspire, challenge, time, assign]"
"200","[couple, year, importantly, fair, discussion, concern, reference, evaluation, fit, score, high, school, assumption, talk, huge, scary, credit, write, algorithm, group, misused.these, read, individual, natural, convincing, level, bottom, finally, impact, informative, require, eye, unintended, provide, job, datum, love, chapter, week, policing, hire, submit, student, university, book, life, point, wmd, lot, computing, outline, society, teacher, load, reserve, company, copy, place, amount, consequence, multitude, teach, reading, familiar, involve, technology, increase, specific, people, opening, wrong, impartial, money, report, oral, avoid, adverse, advertise, assign]"
